PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=54 ttl=64 time=1.56 ms
64 bytes from 10.0.0.2: icmp_seq=55 ttl=64 time=1.51 ms
64 bytes from 10.0.0.2: icmp_seq=56 ttl=64 time=1.23 ms
64 bytes from 10.0.0.2: icmp_seq=57 ttl=64 time=1.05 ms
64 bytes from 10.0.0.2: icmp_seq=58 ttl=64 time=2.91 ms
64 bytes from 10.0.0.2: icmp_seq=59 ttl=64 time=0.741 ms
64 bytes from 10.0.0.2: icmp_seq=60 ttl=64 time=0.889 ms
64 bytes from 10.0.0.2: icmp_seq=61 ttl=64 time=1.24 ms
64 bytes from 10.0.0.2: icmp_seq=62 ttl=64 time=0.736 ms
64 bytes from 10.0.0.2: icmp_seq=63 ttl=64 time=1.04 ms
64 bytes from 10.0.0.2: icmp_seq=64 ttl=64 time=1.11 ms
64 bytes from 10.0.0.2: icmp_seq=65 ttl=64 time=0.744 ms
64 bytes from 10.0.0.2: icmp_seq=66 ttl=64 time=1.28 ms
64 bytes from 10.0.0.2: icmp_seq=67 ttl=64 time=2.32 ms
64 bytes from 10.0.0.2: icmp_seq=68 ttl=64 time=0.744 ms
64 bytes from 10.0.0.2: icmp_seq=69 ttl=64 time=0.620 ms
64 bytes from 10.0.0.2: icmp_seq=70 ttl=64 time=0.488 ms
64 bytes from 10.0.0.2: icmp_seq=71 ttl=64 time=0.511 ms
64 bytes from 10.0.0.2: icmp_seq=72 ttl=64 time=0.324 ms
64 bytes from 10.0.0.2: icmp_seq=73 ttl=64 time=0.307 ms
64 bytes from 10.0.0.2: icmp_seq=74 ttl=64 time=0.465 ms
64 bytes from 10.0.0.2: icmp_seq=75 ttl=64 time=0.315 ms
64 bytes from 10.0.0.2: icmp_seq=76 ttl=64 time=0.306 ms
64 bytes from 10.0.0.2: icmp_seq=77 ttl=64 time=0.594 ms
64 bytes from 10.0.0.2: icmp_seq=78 ttl=64 time=0.500 ms
64 bytes from 10.0.0.2: icmp_seq=79 ttl=64 time=0.466 ms
64 bytes from 10.0.0.2: icmp_seq=80 ttl=64 time=0.512 ms
64 bytes from 10.0.0.2: icmp_seq=81 ttl=64 time=0.606 ms
64 bytes from 10.0.0.2: icmp_seq=82 ttl=64 time=0.671 ms
64 bytes from 10.0.0.2: icmp_seq=83 ttl=64 time=0.603 ms
64 bytes from 10.0.0.2: icmp_seq=84 ttl=64 time=0.694 ms
64 bytes from 10.0.0.2: icmp_seq=85 ttl=64 time=0.790 ms
64 bytes from 10.0.0.2: icmp_seq=86 ttl=64 time=0.683 ms
64 bytes from 10.0.0.2: icmp_seq=87 ttl=64 time=0.527 ms
64 bytes from 10.0.0.2: icmp_seq=88 ttl=64 time=0.665 ms
64 bytes from 10.0.0.2: icmp_seq=89 ttl=64 time=0.349 ms
64 bytes from 10.0.0.2: icmp_seq=90 ttl=64 time=0.729 ms
64 bytes from 10.0.0.2: icmp_seq=91 ttl=64 time=1.15 ms
64 bytes from 10.0.0.2: icmp_seq=92 ttl=64 time=0.595 ms
64 bytes from 10.0.0.2: icmp_seq=93 ttl=64 time=0.737 ms
64 bytes from 10.0.0.2: icmp_seq=94 ttl=64 time=0.594 ms
64 bytes from 10.0.0.2: icmp_seq=95 ttl=64 time=0.431 ms
64 bytes from 10.0.0.2: icmp_seq=96 ttl=64 time=0.451 ms
64 bytes from 10.0.0.2: icmp_seq=97 ttl=64 time=0.446 ms
64 bytes from 10.0.0.2: icmp_seq=98 ttl=64 time=0.351 ms
64 bytes from 10.0.0.2: icmp_seq=99 ttl=64 time=0.361 ms
64 bytes from 10.0.0.2: icmp_seq=100 ttl=64 time=0.360 ms
64 bytes from 10.0.0.2: icmp_seq=101 ttl=64 time=0.440 ms
64 bytes from 10.0.0.2: icmp_seq=102 ttl=64 time=0.306 ms
64 bytes from 10.0.0.2: icmp_seq=103 ttl=64 time=0.351 ms
64 bytes from 10.0.0.2: icmp_seq=104 ttl=64 time=0.287 ms
64 bytes from 10.0.0.2: icmp_seq=105 ttl=64 time=0.342 ms
64 bytes from 10.0.0.2: icmp_seq=106 ttl=64 time=0.409 ms
64 bytes from 10.0.0.2: icmp_seq=107 ttl=64 time=0.736 ms
64 bytes from 10.0.0.2: icmp_seq=108 ttl=64 time=0.424 ms
64 bytes from 10.0.0.2: icmp_seq=109 ttl=64 time=0.549 ms
64 bytes from 10.0.0.2: icmp_seq=110 ttl=64 time=0.434 ms
64 bytes from 10.0.0.2: icmp_seq=111 ttl=64 time=0.443 ms
64 bytes from 10.0.0.2: icmp_seq=112 ttl=64 time=0.544 ms
64 bytes from 10.0.0.2: icmp_seq=113 ttl=64 time=1.62 ms
64 bytes from 10.0.0.2: icmp_seq=114 ttl=64 time=0.751 ms
64 bytes from 10.0.0.2: icmp_seq=115 ttl=64 time=0.406 ms
64 bytes from 10.0.0.2: icmp_seq=116 ttl=64 time=0.380 ms
64 bytes from 10.0.0.2: icmp_seq=117 ttl=64 time=0.282 ms
64 bytes from 10.0.0.2: icmp_seq=118 ttl=64 time=0.443 ms
64 bytes from 10.0.0.2: icmp_seq=119 ttl=64 time=0.507 ms
64 bytes from 10.0.0.2: icmp_seq=120 ttl=64 time=0.370 ms
64 bytes from 10.0.0.2: icmp_seq=121 ttl=64 time=0.379 ms
64 bytes from 10.0.0.2: icmp_seq=122 ttl=64 time=0.438 ms
64 bytes from 10.0.0.2: icmp_seq=123 ttl=64 time=0.454 ms
64 bytes from 10.0.0.2: icmp_seq=124 ttl=64 time=0.552 ms
64 bytes from 10.0.0.2: icmp_seq=125 ttl=64 time=0.378 ms
64 bytes from 10.0.0.2: icmp_seq=126 ttl=64 time=0.338 ms
64 bytes from 10.0.0.2: icmp_seq=127 ttl=64 time=0.871 ms
64 bytes from 10.0.0.2: icmp_seq=128 ttl=64 time=0.509 ms
64 bytes from 10.0.0.2: icmp_seq=129 ttl=64 time=0.363 ms
64 bytes from 10.0.0.2: icmp_seq=130 ttl=64 time=0.429 ms
64 bytes from 10.0.0.2: icmp_seq=131 ttl=64 time=0.548 ms
64 bytes from 10.0.0.2: icmp_seq=132 ttl=64 time=0.742 ms
64 bytes from 10.0.0.2: icmp_seq=133 ttl=64 time=0.433 ms
64 bytes from 10.0.0.2: icmp_seq=134 ttl=64 time=0.270 ms
64 bytes from 10.0.0.2: icmp_seq=135 ttl=64 time=0.691 ms
64 bytes from 10.0.0.2: icmp_seq=136 ttl=64 time=0.357 ms
64 bytes from 10.0.0.2: icmp_seq=137 ttl=64 time=0.369 ms
64 bytes from 10.0.0.2: icmp_seq=138 ttl=64 time=0.340 ms
64 bytes from 10.0.0.2: icmp_seq=139 ttl=64 time=0.458 ms
64 bytes from 10.0.0.2: icmp_seq=140 ttl=64 time=0.306 ms
64 bytes from 10.0.0.2: icmp_seq=141 ttl=64 time=0.331 ms
64 bytes from 10.0.0.2: icmp_seq=142 ttl=64 time=0.377 ms
64 bytes from 10.0.0.2: icmp_seq=143 ttl=64 time=0.418 ms
64 bytes from 10.0.0.2: icmp_seq=144 ttl=64 time=0.363 ms
64 bytes from 10.0.0.2: icmp_seq=145 ttl=64 time=0.405 ms
64 bytes from 10.0.0.2: icmp_seq=146 ttl=64 time=0.983 ms
64 bytes from 10.0.0.2: icmp_seq=147 ttl=64 time=0.568 ms
64 bytes from 10.0.0.2: icmp_seq=148 ttl=64 time=0.479 ms
64 bytes from 10.0.0.2: icmp_seq=149 ttl=64 time=0.533 ms
64 bytes from 10.0.0.2: icmp_seq=150 ttl=64 time=0.598 ms
64 bytes from 10.0.0.2: icmp_seq=151 ttl=64 time=0.601 ms
64 bytes from 10.0.0.2: icmp_seq=152 ttl=64 time=0.348 ms
64 bytes from 10.0.0.2: icmp_seq=153 ttl=64 time=0.374 ms
64 bytes from 10.0.0.2: icmp_seq=154 ttl=64 time=0.389 ms
64 bytes from 10.0.0.2: icmp_seq=155 ttl=64 time=0.374 ms
64 bytes from 10.0.0.2: icmp_seq=156 ttl=64 time=0.326 ms
64 bytes from 10.0.0.2: icmp_seq=157 ttl=64 time=0.395 ms
64 bytes from 10.0.0.2: icmp_seq=158 ttl=64 time=0.381 ms
64 bytes from 10.0.0.2: icmp_seq=159 ttl=64 time=0.343 ms
64 bytes from 10.0.0.2: icmp_seq=160 ttl=64 time=0.395 ms
64 bytes from 10.0.0.2: icmp_seq=161 ttl=64 time=0.386 ms
64 bytes from 10.0.0.2: icmp_seq=162 ttl=64 time=0.427 ms
64 bytes from 10.0.0.2: icmp_seq=163 ttl=64 time=0.339 ms
64 bytes from 10.0.0.2: icmp_seq=164 ttl=64 time=0.656 ms
64 bytes from 10.0.0.2: icmp_seq=165 ttl=64 time=0.666 ms
64 bytes from 10.0.0.2: icmp_seq=166 ttl=64 time=0.388 ms
64 bytes from 10.0.0.2: icmp_seq=167 ttl=64 time=0.363 ms
64 bytes from 10.0.0.2: icmp_seq=168 ttl=64 time=0.492 ms
64 bytes from 10.0.0.2: icmp_seq=169 ttl=64 time=0.437 ms
64 bytes from 10.0.0.2: icmp_seq=170 ttl=64 time=0.499 ms
64 bytes from 10.0.0.2: icmp_seq=171 ttl=64 time=0.318 ms
64 bytes from 10.0.0.2: icmp_seq=172 ttl=64 time=0.579 ms
64 bytes from 10.0.0.2: icmp_seq=173 ttl=64 time=0.369 ms
64 bytes from 10.0.0.2: icmp_seq=174 ttl=64 time=0.319 ms
64 bytes from 10.0.0.2: icmp_seq=175 ttl=64 time=0.612 ms
64 bytes from 10.0.0.2: icmp_seq=176 ttl=64 time=2.01 ms
64 bytes from 10.0.0.2: icmp_seq=177 ttl=64 time=5.31 ms
64 bytes from 10.0.0.2: icmp_seq=178 ttl=64 time=1.49 ms
64 bytes from 10.0.0.2: icmp_seq=179 ttl=64 time=0.661 ms
64 bytes from 10.0.0.2: icmp_seq=180 ttl=64 time=0.388 ms
64 bytes from 10.0.0.2: icmp_seq=181 ttl=64 time=0.534 ms
64 bytes from 10.0.0.2: icmp_seq=182 ttl=64 time=0.579 ms
64 bytes from 10.0.0.2: icmp_seq=183 ttl=64 time=0.400 ms
64 bytes from 10.0.0.2: icmp_seq=184 ttl=64 time=0.507 ms
64 bytes from 10.0.0.2: icmp_seq=185 ttl=64 time=0.519 ms
