PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=90 ttl=64 time=0.717 ms
64 bytes from 10.0.0.2: icmp_seq=91 ttl=64 time=0.695 ms
64 bytes from 10.0.0.2: icmp_seq=92 ttl=64 time=0.384 ms
64 bytes from 10.0.0.2: icmp_seq=93 ttl=64 time=0.519 ms
64 bytes from 10.0.0.2: icmp_seq=94 ttl=64 time=0.437 ms
64 bytes from 10.0.0.2: icmp_seq=95 ttl=64 time=0.391 ms
64 bytes from 10.0.0.2: icmp_seq=96 ttl=64 time=0.577 ms
64 bytes from 10.0.0.2: icmp_seq=97 ttl=64 time=0.879 ms
64 bytes from 10.0.0.2: icmp_seq=98 ttl=64 time=0.744 ms
64 bytes from 10.0.0.2: icmp_seq=99 ttl=64 time=0.557 ms
64 bytes from 10.0.0.2: icmp_seq=100 ttl=64 time=0.602 ms
64 bytes from 10.0.0.2: icmp_seq=101 ttl=64 time=1.25 ms
64 bytes from 10.0.0.2: icmp_seq=102 ttl=64 time=0.464 ms
64 bytes from 10.0.0.2: icmp_seq=103 ttl=64 time=0.473 ms
64 bytes from 10.0.0.2: icmp_seq=104 ttl=64 time=0.617 ms
64 bytes from 10.0.0.2: icmp_seq=105 ttl=64 time=0.549 ms
64 bytes from 10.0.0.2: icmp_seq=106 ttl=64 time=0.404 ms
64 bytes from 10.0.0.2: icmp_seq=107 ttl=64 time=0.400 ms
64 bytes from 10.0.0.2: icmp_seq=108 ttl=64 time=0.587 ms
64 bytes from 10.0.0.2: icmp_seq=109 ttl=64 time=0.363 ms
64 bytes from 10.0.0.2: icmp_seq=110 ttl=64 time=0.366 ms
64 bytes from 10.0.0.2: icmp_seq=111 ttl=64 time=0.369 ms
64 bytes from 10.0.0.2: icmp_seq=112 ttl=64 time=0.340 ms
64 bytes from 10.0.0.2: icmp_seq=113 ttl=64 time=1.71 ms
64 bytes from 10.0.0.2: icmp_seq=114 ttl=64 time=1.54 ms
64 bytes from 10.0.0.2: icmp_seq=115 ttl=64 time=0.629 ms
64 bytes from 10.0.0.2: icmp_seq=116 ttl=64 time=0.472 ms
64 bytes from 10.0.0.2: icmp_seq=117 ttl=64 time=0.443 ms
64 bytes from 10.0.0.2: icmp_seq=118 ttl=64 time=0.484 ms
64 bytes from 10.0.0.2: icmp_seq=119 ttl=64 time=0.627 ms
64 bytes from 10.0.0.2: icmp_seq=120 ttl=64 time=0.423 ms
64 bytes from 10.0.0.2: icmp_seq=121 ttl=64 time=0.441 ms
64 bytes from 10.0.0.2: icmp_seq=122 ttl=64 time=0.268 ms
64 bytes from 10.0.0.2: icmp_seq=123 ttl=64 time=0.323 ms
64 bytes from 10.0.0.2: icmp_seq=124 ttl=64 time=0.742 ms
64 bytes from 10.0.0.2: icmp_seq=125 ttl=64 time=0.344 ms
64 bytes from 10.0.0.2: icmp_seq=126 ttl=64 time=0.533 ms
64 bytes from 10.0.0.2: icmp_seq=127 ttl=64 time=0.840 ms
64 bytes from 10.0.0.2: icmp_seq=128 ttl=64 time=0.403 ms
64 bytes from 10.0.0.2: icmp_seq=129 ttl=64 time=1.44 ms
64 bytes from 10.0.0.2: icmp_seq=130 ttl=64 time=0.393 ms
64 bytes from 10.0.0.2: icmp_seq=131 ttl=64 time=0.473 ms
64 bytes from 10.0.0.2: icmp_seq=132 ttl=64 time=1.45 ms
64 bytes from 10.0.0.2: icmp_seq=133 ttl=64 time=0.535 ms
64 bytes from 10.0.0.2: icmp_seq=134 ttl=64 time=1.03 ms
64 bytes from 10.0.0.2: icmp_seq=135 ttl=64 time=0.852 ms
64 bytes from 10.0.0.2: icmp_seq=136 ttl=64 time=0.691 ms
64 bytes from 10.0.0.2: icmp_seq=137 ttl=64 time=0.510 ms
64 bytes from 10.0.0.2: icmp_seq=138 ttl=64 time=0.579 ms
64 bytes from 10.0.0.2: icmp_seq=139 ttl=64 time=0.724 ms
64 bytes from 10.0.0.2: icmp_seq=140 ttl=64 time=0.484 ms
64 bytes from 10.0.0.2: icmp_seq=141 ttl=64 time=0.444 ms
64 bytes from 10.0.0.2: icmp_seq=142 ttl=64 time=0.895 ms
64 bytes from 10.0.0.2: icmp_seq=143 ttl=64 time=0.586 ms
64 bytes from 10.0.0.2: icmp_seq=144 ttl=64 time=0.586 ms
64 bytes from 10.0.0.2: icmp_seq=145 ttl=64 time=0.773 ms
64 bytes from 10.0.0.2: icmp_seq=146 ttl=64 time=0.613 ms
64 bytes from 10.0.0.2: icmp_seq=147 ttl=64 time=0.596 ms
64 bytes from 10.0.0.2: icmp_seq=148 ttl=64 time=0.664 ms
64 bytes from 10.0.0.2: icmp_seq=149 ttl=64 time=0.575 ms
64 bytes from 10.0.0.2: icmp_seq=150 ttl=64 time=0.686 ms
64 bytes from 10.0.0.2: icmp_seq=151 ttl=64 time=0.770 ms
64 bytes from 10.0.0.2: icmp_seq=152 ttl=64 time=0.649 ms
64 bytes from 10.0.0.2: icmp_seq=153 ttl=64 time=0.937 ms
64 bytes from 10.0.0.2: icmp_seq=154 ttl=64 time=0.584 ms
64 bytes from 10.0.0.2: icmp_seq=155 ttl=64 time=1.15 ms
64 bytes from 10.0.0.2: icmp_seq=156 ttl=64 time=1.39 ms
