PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=83 ttl=64 time=2.70 ms
64 bytes from 10.0.0.2: icmp_seq=84 ttl=64 time=0.771 ms
64 bytes from 10.0.0.2: icmp_seq=85 ttl=64 time=2.61 ms
64 bytes from 10.0.0.2: icmp_seq=86 ttl=64 time=1.54 ms
64 bytes from 10.0.0.2: icmp_seq=87 ttl=64 time=5.08 ms
64 bytes from 10.0.0.2: icmp_seq=88 ttl=64 time=1.77 ms
64 bytes from 10.0.0.2: icmp_seq=89 ttl=64 time=5.86 ms
64 bytes from 10.0.0.2: icmp_seq=90 ttl=64 time=0.839 ms
64 bytes from 10.0.0.2: icmp_seq=91 ttl=64 time=2.84 ms
64 bytes from 10.0.0.2: icmp_seq=92 ttl=64 time=2.78 ms
64 bytes from 10.0.0.2: icmp_seq=93 ttl=64 time=0.997 ms
64 bytes from 10.0.0.2: icmp_seq=94 ttl=64 time=1.30 ms
64 bytes from 10.0.0.2: icmp_seq=95 ttl=64 time=0.918 ms
64 bytes from 10.0.0.2: icmp_seq=96 ttl=64 time=0.899 ms
64 bytes from 10.0.0.2: icmp_seq=97 ttl=64 time=5.08 ms
64 bytes from 10.0.0.2: icmp_seq=98 ttl=64 time=2.79 ms
64 bytes from 10.0.0.2: icmp_seq=99 ttl=64 time=0.856 ms
64 bytes from 10.0.0.2: icmp_seq=100 ttl=64 time=2.18 ms
64 bytes from 10.0.0.2: icmp_seq=101 ttl=64 time=0.714 ms
64 bytes from 10.0.0.2: icmp_seq=102 ttl=64 time=1.65 ms
64 bytes from 10.0.0.2: icmp_seq=103 ttl=64 time=0.779 ms
64 bytes from 10.0.0.2: icmp_seq=104 ttl=64 time=1.13 ms
64 bytes from 10.0.0.2: icmp_seq=105 ttl=64 time=0.851 ms
64 bytes from 10.0.0.2: icmp_seq=106 ttl=64 time=1.01 ms
64 bytes from 10.0.0.2: icmp_seq=107 ttl=64 time=9.07 ms
64 bytes from 10.0.0.2: icmp_seq=108 ttl=64 time=1.55 ms
64 bytes from 10.0.0.2: icmp_seq=109 ttl=64 time=0.703 ms
64 bytes from 10.0.0.2: icmp_seq=110 ttl=64 time=0.916 ms
64 bytes from 10.0.0.2: icmp_seq=111 ttl=64 time=0.990 ms
64 bytes from 10.0.0.2: icmp_seq=112 ttl=64 time=2.32 ms
64 bytes from 10.0.0.2: icmp_seq=113 ttl=64 time=1.67 ms
64 bytes from 10.0.0.2: icmp_seq=114 ttl=64 time=0.860 ms
64 bytes from 10.0.0.2: icmp_seq=115 ttl=64 time=0.833 ms
64 bytes from 10.0.0.2: icmp_seq=116 ttl=64 time=2.93 ms
64 bytes from 10.0.0.2: icmp_seq=117 ttl=64 time=0.905 ms
64 bytes from 10.0.0.2: icmp_seq=118 ttl=64 time=2.72 ms
64 bytes from 10.0.0.2: icmp_seq=119 ttl=64 time=2.85 ms
64 bytes from 10.0.0.2: icmp_seq=120 ttl=64 time=0.907 ms
64 bytes from 10.0.0.2: icmp_seq=121 ttl=64 time=4.70 ms
64 bytes from 10.0.0.2: icmp_seq=122 ttl=64 time=2.60 ms
64 bytes from 10.0.0.2: icmp_seq=123 ttl=64 time=0.990 ms
64 bytes from 10.0.0.2: icmp_seq=124 ttl=64 time=0.936 ms
64 bytes from 10.0.0.2: icmp_seq=125 ttl=64 time=0.837 ms
64 bytes from 10.0.0.2: icmp_seq=126 ttl=64 time=0.948 ms
64 bytes from 10.0.0.2: icmp_seq=127 ttl=64 time=2.01 ms
64 bytes from 10.0.0.2: icmp_seq=128 ttl=64 time=1.32 ms
64 bytes from 10.0.0.2: icmp_seq=129 ttl=64 time=1.09 ms
64 bytes from 10.0.0.2: icmp_seq=130 ttl=64 time=0.992 ms
64 bytes from 10.0.0.2: icmp_seq=131 ttl=64 time=1.13 ms
64 bytes from 10.0.0.2: icmp_seq=132 ttl=64 time=1.07 ms
64 bytes from 10.0.0.2: icmp_seq=133 ttl=64 time=1.16 ms
64 bytes from 10.0.0.2: icmp_seq=134 ttl=64 time=1.28 ms
64 bytes from 10.0.0.2: icmp_seq=135 ttl=64 time=0.746 ms
64 bytes from 10.0.0.2: icmp_seq=136 ttl=64 time=1.49 ms
64 bytes from 10.0.0.2: icmp_seq=137 ttl=64 time=0.743 ms
64 bytes from 10.0.0.2: icmp_seq=138 ttl=64 time=0.866 ms
64 bytes from 10.0.0.2: icmp_seq=139 ttl=64 time=2.17 ms
64 bytes from 10.0.0.2: icmp_seq=140 ttl=64 time=1.57 ms
64 bytes from 10.0.0.2: icmp_seq=141 ttl=64 time=1.36 ms
64 bytes from 10.0.0.2: icmp_seq=142 ttl=64 time=1.22 ms
64 bytes from 10.0.0.2: icmp_seq=143 ttl=64 time=1.17 ms
64 bytes from 10.0.0.2: icmp_seq=144 ttl=64 time=0.961 ms
64 bytes from 10.0.0.2: icmp_seq=145 ttl=64 time=2.28 ms
64 bytes from 10.0.0.2: icmp_seq=146 ttl=64 time=0.690 ms
64 bytes from 10.0.0.2: icmp_seq=147 ttl=64 time=2.69 ms
64 bytes from 10.0.0.2: icmp_seq=148 ttl=64 time=0.796 ms
64 bytes from 10.0.0.2: icmp_seq=149 ttl=64 time=1.09 ms
64 bytes from 10.0.0.2: icmp_seq=150 ttl=64 time=4.18 ms
64 bytes from 10.0.0.2: icmp_seq=151 ttl=64 time=2.40 ms
64 bytes from 10.0.0.2: icmp_seq=152 ttl=64 time=1.13 ms
64 bytes from 10.0.0.2: icmp_seq=153 ttl=64 time=17.7 ms
64 bytes from 10.0.0.2: icmp_seq=154 ttl=64 time=31.2 ms
64 bytes from 10.0.0.2: icmp_seq=155 ttl=64 time=20.6 ms
64 bytes from 10.0.0.2: icmp_seq=156 ttl=64 time=14.9 ms
64 bytes from 10.0.0.2: icmp_seq=157 ttl=64 time=7.17 ms
64 bytes from 10.0.0.2: icmp_seq=158 ttl=64 time=1.13 ms
64 bytes from 10.0.0.2: icmp_seq=159 ttl=64 time=0.954 ms
64 bytes from 10.0.0.2: icmp_seq=160 ttl=64 time=0.755 ms
64 bytes from 10.0.0.2: icmp_seq=161 ttl=64 time=1.00 ms
64 bytes from 10.0.0.2: icmp_seq=162 ttl=64 time=2.35 ms
64 bytes from 10.0.0.2: icmp_seq=163 ttl=64 time=1.57 ms
64 bytes from 10.0.0.2: icmp_seq=164 ttl=64 time=1.22 ms
64 bytes from 10.0.0.2: icmp_seq=165 ttl=64 time=3.15 ms
64 bytes from 10.0.0.2: icmp_seq=166 ttl=64 time=1.11 ms
64 bytes from 10.0.0.2: icmp_seq=167 ttl=64 time=0.762 ms
64 bytes from 10.0.0.2: icmp_seq=168 ttl=64 time=0.806 ms
64 bytes from 10.0.0.2: icmp_seq=169 ttl=64 time=0.732 ms
64 bytes from 10.0.0.2: icmp_seq=170 ttl=64 time=2.32 ms
64 bytes from 10.0.0.2: icmp_seq=171 ttl=64 time=4.42 ms
64 bytes from 10.0.0.2: icmp_seq=172 ttl=64 time=0.752 ms
64 bytes from 10.0.0.2: icmp_seq=173 ttl=64 time=1.54 ms
64 bytes from 10.0.0.2: icmp_seq=174 ttl=64 time=0.817 ms
64 bytes from 10.0.0.2: icmp_seq=175 ttl=64 time=1.35 ms
64 bytes from 10.0.0.2: icmp_seq=176 ttl=64 time=1.09 ms
64 bytes from 10.0.0.2: icmp_seq=177 ttl=64 time=5.67 ms
64 bytes from 10.0.0.2: icmp_seq=178 ttl=64 time=1.46 ms
64 bytes from 10.0.0.2: icmp_seq=179 ttl=64 time=0.700 ms
64 bytes from 10.0.0.2: icmp_seq=180 ttl=64 time=1.21 ms
64 bytes from 10.0.0.2: icmp_seq=181 ttl=64 time=1.17 ms
64 bytes from 10.0.0.2: icmp_seq=182 ttl=64 time=0.840 ms
64 bytes from 10.0.0.2: icmp_seq=183 ttl=64 time=0.632 ms
64 bytes from 10.0.0.2: icmp_seq=184 ttl=64 time=0.962 ms
64 bytes from 10.0.0.2: icmp_seq=185 ttl=64 time=4.49 ms
64 bytes from 10.0.0.2: icmp_seq=186 ttl=64 time=2.41 ms
64 bytes from 10.0.0.2: icmp_seq=187 ttl=64 time=1.23 ms
64 bytes from 10.0.0.2: icmp_seq=188 ttl=64 time=1.06 ms
64 bytes from 10.0.0.2: icmp_seq=189 ttl=64 time=2.01 ms
64 bytes from 10.0.0.2: icmp_seq=190 ttl=64 time=1.98 ms
64 bytes from 10.0.0.2: icmp_seq=191 ttl=64 time=0.699 ms
64 bytes from 10.0.0.2: icmp_seq=192 ttl=64 time=2.81 ms
64 bytes from 10.0.0.2: icmp_seq=193 ttl=64 time=1.03 ms
64 bytes from 10.0.0.2: icmp_seq=194 ttl=64 time=1.40 ms
64 bytes from 10.0.0.2: icmp_seq=195 ttl=64 time=5.43 ms
64 bytes from 10.0.0.2: icmp_seq=196 ttl=64 time=1.30 ms
64 bytes from 10.0.0.2: icmp_seq=197 ttl=64 time=5.59 ms
64 bytes from 10.0.0.2: icmp_seq=198 ttl=64 time=1.07 ms
64 bytes from 10.0.0.2: icmp_seq=199 ttl=64 time=0.867 ms
64 bytes from 10.0.0.2: icmp_seq=200 ttl=64 time=0.819 ms
