PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=121 ttl=64 time=0.701 ms
64 bytes from 10.0.0.2: icmp_seq=122 ttl=64 time=1.08 ms
64 bytes from 10.0.0.2: icmp_seq=123 ttl=64 time=0.922 ms
64 bytes from 10.0.0.2: icmp_seq=124 ttl=64 time=0.936 ms
64 bytes from 10.0.0.2: icmp_seq=125 ttl=64 time=0.803 ms
64 bytes from 10.0.0.2: icmp_seq=126 ttl=64 time=1.27 ms
64 bytes from 10.0.0.2: icmp_seq=127 ttl=64 time=0.930 ms
64 bytes from 10.0.0.2: icmp_seq=128 ttl=64 time=1.23 ms
64 bytes from 10.0.0.2: icmp_seq=129 ttl=64 time=0.796 ms
64 bytes from 10.0.0.2: icmp_seq=130 ttl=64 time=1.09 ms
64 bytes from 10.0.0.2: icmp_seq=131 ttl=64 time=0.653 ms
64 bytes from 10.0.0.2: icmp_seq=132 ttl=64 time=0.715 ms
64 bytes from 10.0.0.2: icmp_seq=133 ttl=64 time=1.06 ms
64 bytes from 10.0.0.2: icmp_seq=134 ttl=64 time=8.32 ms
64 bytes from 10.0.0.2: icmp_seq=135 ttl=64 time=0.694 ms
64 bytes from 10.0.0.2: icmp_seq=136 ttl=64 time=0.759 ms
64 bytes from 10.0.0.2: icmp_seq=137 ttl=64 time=0.864 ms
64 bytes from 10.0.0.2: icmp_seq=138 ttl=64 time=0.757 ms
64 bytes from 10.0.0.2: icmp_seq=139 ttl=64 time=1.08 ms
64 bytes from 10.0.0.2: icmp_seq=140 ttl=64 time=0.736 ms
64 bytes from 10.0.0.2: icmp_seq=141 ttl=64 time=0.870 ms
64 bytes from 10.0.0.2: icmp_seq=142 ttl=64 time=1.63 ms
64 bytes from 10.0.0.2: icmp_seq=143 ttl=64 time=1.53 ms
64 bytes from 10.0.0.2: icmp_seq=144 ttl=64 time=2.09 ms
64 bytes from 10.0.0.2: icmp_seq=145 ttl=64 time=1.33 ms
64 bytes from 10.0.0.2: icmp_seq=146 ttl=64 time=1.05 ms
64 bytes from 10.0.0.2: icmp_seq=147 ttl=64 time=7.44 ms
64 bytes from 10.0.0.2: icmp_seq=148 ttl=64 time=3.03 ms
64 bytes from 10.0.0.2: icmp_seq=149 ttl=64 time=1.20 ms
64 bytes from 10.0.0.2: icmp_seq=150 ttl=64 time=1.37 ms
64 bytes from 10.0.0.2: icmp_seq=151 ttl=64 time=0.780 ms
64 bytes from 10.0.0.2: icmp_seq=152 ttl=64 time=0.805 ms
64 bytes from 10.0.0.2: icmp_seq=153 ttl=64 time=1.55 ms
64 bytes from 10.0.0.2: icmp_seq=154 ttl=64 time=2.37 ms
64 bytes from 10.0.0.2: icmp_seq=155 ttl=64 time=0.667 ms
64 bytes from 10.0.0.2: icmp_seq=156 ttl=64 time=0.716 ms
64 bytes from 10.0.0.2: icmp_seq=157 ttl=64 time=1.12 ms
64 bytes from 10.0.0.2: icmp_seq=158 ttl=64 time=0.753 ms
64 bytes from 10.0.0.2: icmp_seq=159 ttl=64 time=1.09 ms
64 bytes from 10.0.0.2: icmp_seq=160 ttl=64 time=0.707 ms
64 bytes from 10.0.0.2: icmp_seq=161 ttl=64 time=3.08 ms
64 bytes from 10.0.0.2: icmp_seq=162 ttl=64 time=0.648 ms
64 bytes from 10.0.0.2: icmp_seq=163 ttl=64 time=0.771 ms
64 bytes from 10.0.0.2: icmp_seq=164 ttl=64 time=0.702 ms
64 bytes from 10.0.0.2: icmp_seq=165 ttl=64 time=0.914 ms
64 bytes from 10.0.0.2: icmp_seq=166 ttl=64 time=1.10 ms
64 bytes from 10.0.0.2: icmp_seq=167 ttl=64 time=0.801 ms
64 bytes from 10.0.0.2: icmp_seq=168 ttl=64 time=0.904 ms
64 bytes from 10.0.0.2: icmp_seq=169 ttl=64 time=2.21 ms
64 bytes from 10.0.0.2: icmp_seq=170 ttl=64 time=1.20 ms
64 bytes from 10.0.0.2: icmp_seq=171 ttl=64 time=0.658 ms
64 bytes from 10.0.0.2: icmp_seq=172 ttl=64 time=0.844 ms
64 bytes from 10.0.0.2: icmp_seq=173 ttl=64 time=2.39 ms
64 bytes from 10.0.0.2: icmp_seq=174 ttl=64 time=0.717 ms
64 bytes from 10.0.0.2: icmp_seq=175 ttl=64 time=0.624 ms
64 bytes from 10.0.0.2: icmp_seq=176 ttl=64 time=8.27 ms
64 bytes from 10.0.0.2: icmp_seq=177 ttl=64 time=2.91 ms
64 bytes from 10.0.0.2: icmp_seq=178 ttl=64 time=1.17 ms
64 bytes from 10.0.0.2: icmp_seq=179 ttl=64 time=0.821 ms
64 bytes from 10.0.0.2: icmp_seq=180 ttl=64 time=0.767 ms
64 bytes from 10.0.0.2: icmp_seq=181 ttl=64 time=4.89 ms
64 bytes from 10.0.0.2: icmp_seq=182 ttl=64 time=1.29 ms
64 bytes from 10.0.0.2: icmp_seq=183 ttl=64 time=1.33 ms
64 bytes from 10.0.0.2: icmp_seq=184 ttl=64 time=1.47 ms
64 bytes from 10.0.0.2: icmp_seq=185 ttl=64 time=1.29 ms
64 bytes from 10.0.0.2: icmp_seq=186 ttl=64 time=0.816 ms
64 bytes from 10.0.0.2: icmp_seq=187 ttl=64 time=0.754 ms
64 bytes from 10.0.0.2: icmp_seq=188 ttl=64 time=1.03 ms
64 bytes from 10.0.0.2: icmp_seq=189 ttl=64 time=1.08 ms
64 bytes from 10.0.0.2: icmp_seq=190 ttl=64 time=0.928 ms
64 bytes from 10.0.0.2: icmp_seq=191 ttl=64 time=1.39 ms
64 bytes from 10.0.0.2: icmp_seq=192 ttl=64 time=2.00 ms
64 bytes from 10.0.0.2: icmp_seq=193 ttl=64 time=0.772 ms
64 bytes from 10.0.0.2: icmp_seq=194 ttl=64 time=2.42 ms
