PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=141 ttl=64 time=0.332 ms
64 bytes from 10.0.0.2: icmp_seq=142 ttl=64 time=0.461 ms
64 bytes from 10.0.0.2: icmp_seq=143 ttl=64 time=0.335 ms
64 bytes from 10.0.0.2: icmp_seq=144 ttl=64 time=0.304 ms
64 bytes from 10.0.0.2: icmp_seq=145 ttl=64 time=0.346 ms
64 bytes from 10.0.0.2: icmp_seq=146 ttl=64 time=0.358 ms
64 bytes from 10.0.0.2: icmp_seq=147 ttl=64 time=0.501 ms
64 bytes from 10.0.0.2: icmp_seq=148 ttl=64 time=0.335 ms
64 bytes from 10.0.0.2: icmp_seq=149 ttl=64 time=0.347 ms
64 bytes from 10.0.0.2: icmp_seq=150 ttl=64 time=0.359 ms
64 bytes from 10.0.0.2: icmp_seq=151 ttl=64 time=0.537 ms
64 bytes from 10.0.0.2: icmp_seq=152 ttl=64 time=0.820 ms
64 bytes from 10.0.0.2: icmp_seq=153 ttl=64 time=1.29 ms
64 bytes from 10.0.0.2: icmp_seq=154 ttl=64 time=1.05 ms
64 bytes from 10.0.0.2: icmp_seq=155 ttl=64 time=1.70 ms
64 bytes from 10.0.0.2: icmp_seq=156 ttl=64 time=1.82 ms
64 bytes from 10.0.0.2: icmp_seq=157 ttl=64 time=1.20 ms
64 bytes from 10.0.0.2: icmp_seq=158 ttl=64 time=0.884 ms
64 bytes from 10.0.0.2: icmp_seq=159 ttl=64 time=2.19 ms
64 bytes from 10.0.0.2: icmp_seq=160 ttl=64 time=4.04 ms
64 bytes from 10.0.0.2: icmp_seq=161 ttl=64 time=1.32 ms
64 bytes from 10.0.0.2: icmp_seq=162 ttl=64 time=0.930 ms
64 bytes from 10.0.0.2: icmp_seq=163 ttl=64 time=0.605 ms
64 bytes from 10.0.0.2: icmp_seq=164 ttl=64 time=0.729 ms
64 bytes from 10.0.0.2: icmp_seq=165 ttl=64 time=0.711 ms
64 bytes from 10.0.0.2: icmp_seq=166 ttl=64 time=0.385 ms
64 bytes from 10.0.0.2: icmp_seq=167 ttl=64 time=0.477 ms
64 bytes from 10.0.0.2: icmp_seq=168 ttl=64 time=0.386 ms
64 bytes from 10.0.0.2: icmp_seq=169 ttl=64 time=0.378 ms
64 bytes from 10.0.0.2: icmp_seq=170 ttl=64 time=0.446 ms
64 bytes from 10.0.0.2: icmp_seq=171 ttl=64 time=0.381 ms
64 bytes from 10.0.0.2: icmp_seq=172 ttl=64 time=0.329 ms
64 bytes from 10.0.0.2: icmp_seq=173 ttl=64 time=0.384 ms
64 bytes from 10.0.0.2: icmp_seq=174 ttl=64 time=0.315 ms
64 bytes from 10.0.0.2: icmp_seq=175 ttl=64 time=0.364 ms
64 bytes from 10.0.0.2: icmp_seq=176 ttl=64 time=0.370 ms
64 bytes from 10.0.0.2: icmp_seq=177 ttl=64 time=0.301 ms
64 bytes from 10.0.0.2: icmp_seq=178 ttl=64 time=0.330 ms
64 bytes from 10.0.0.2: icmp_seq=179 ttl=64 time=0.603 ms
64 bytes from 10.0.0.2: icmp_seq=180 ttl=64 time=0.402 ms
64 bytes from 10.0.0.2: icmp_seq=181 ttl=64 time=0.318 ms
64 bytes from 10.0.0.2: icmp_seq=182 ttl=64 time=0.425 ms
64 bytes from 10.0.0.2: icmp_seq=183 ttl=64 time=0.621 ms
64 bytes from 10.0.0.2: icmp_seq=184 ttl=64 time=0.639 ms
64 bytes from 10.0.0.2: icmp_seq=185 ttl=64 time=1.09 ms
64 bytes from 10.0.0.2: icmp_seq=186 ttl=64 time=0.767 ms
64 bytes from 10.0.0.2: icmp_seq=187 ttl=64 time=1.47 ms
64 bytes from 10.0.0.2: icmp_seq=188 ttl=64 time=2.56 ms
64 bytes from 10.0.0.2: icmp_seq=189 ttl=64 time=2.84 ms
64 bytes from 10.0.0.2: icmp_seq=190 ttl=64 time=1.35 ms
64 bytes from 10.0.0.2: icmp_seq=191 ttl=64 time=3.74 ms
64 bytes from 10.0.0.2: icmp_seq=192 ttl=64 time=2.06 ms
64 bytes from 10.0.0.2: icmp_seq=193 ttl=64 time=1.22 ms
64 bytes from 10.0.0.2: icmp_seq=194 ttl=64 time=0.680 ms
64 bytes from 10.0.0.2: icmp_seq=195 ttl=64 time=0.920 ms
64 bytes from 10.0.0.2: icmp_seq=196 ttl=64 time=0.577 ms
64 bytes from 10.0.0.2: icmp_seq=197 ttl=64 time=0.724 ms
64 bytes from 10.0.0.2: icmp_seq=198 ttl=64 time=0.448 ms
64 bytes from 10.0.0.2: icmp_seq=199 ttl=64 time=0.382 ms
64 bytes from 10.0.0.2: icmp_seq=200 ttl=64 time=0.408 ms

--- 10.0.0.2 ping statistics ---
200 packets transmitted, 191 received, 4.5% packet loss, time 8285ms
rtt min/avg/max/mdev = 0.262/0.627/4.297/0.633 ms
