PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=33 ttl=64 time=77.1 ms
64 bytes from 10.0.0.2: icmp_seq=34 ttl=64 time=38.1 ms
64 bytes from 10.0.0.2: icmp_seq=35 ttl=64 time=62.9 ms
64 bytes from 10.0.0.2: icmp_seq=36 ttl=64 time=46.9 ms
64 bytes from 10.0.0.2: icmp_seq=37 ttl=64 time=21.6 ms
64 bytes from 10.0.0.2: icmp_seq=38 ttl=64 time=15.9 ms
64 bytes from 10.0.0.2: icmp_seq=39 ttl=64 time=6.95 ms
64 bytes from 10.0.0.2: icmp_seq=40 ttl=64 time=4.06 ms
64 bytes from 10.0.0.2: icmp_seq=41 ttl=64 time=2.23 ms
64 bytes from 10.0.0.2: icmp_seq=78 ttl=64 time=3.16 ms
64 bytes from 10.0.0.2: icmp_seq=79 ttl=64 time=4.00 ms
64 bytes from 10.0.0.2: icmp_seq=80 ttl=64 time=8.58 ms
64 bytes from 10.0.0.2: icmp_seq=81 ttl=64 time=2.97 ms
64 bytes from 10.0.0.2: icmp_seq=82 ttl=64 time=2.76 ms
64 bytes from 10.0.0.2: icmp_seq=83 ttl=64 time=2.79 ms
64 bytes from 10.0.0.2: icmp_seq=84 ttl=64 time=2.26 ms
64 bytes from 10.0.0.2: icmp_seq=85 ttl=64 time=0.786 ms
64 bytes from 10.0.0.2: icmp_seq=86 ttl=64 time=1.59 ms
64 bytes from 10.0.0.2: icmp_seq=87 ttl=64 time=0.769 ms
64 bytes from 10.0.0.2: icmp_seq=88 ttl=64 time=0.803 ms
64 bytes from 10.0.0.2: icmp_seq=89 ttl=64 time=4.51 ms
64 bytes from 10.0.0.2: icmp_seq=90 ttl=64 time=1.34 ms
64 bytes from 10.0.0.2: icmp_seq=91 ttl=64 time=1.60 ms
64 bytes from 10.0.0.2: icmp_seq=92 ttl=64 time=3.16 ms
64 bytes from 10.0.0.2: icmp_seq=93 ttl=64 time=1.34 ms
64 bytes from 10.0.0.2: icmp_seq=94 ttl=64 time=5.59 ms
64 bytes from 10.0.0.2: icmp_seq=95 ttl=64 time=0.816 ms
64 bytes from 10.0.0.2: icmp_seq=96 ttl=64 time=1.74 ms
64 bytes from 10.0.0.2: icmp_seq=97 ttl=64 time=1.34 ms
64 bytes from 10.0.0.2: icmp_seq=98 ttl=64 time=2.74 ms
64 bytes from 10.0.0.2: icmp_seq=99 ttl=64 time=0.981 ms
64 bytes from 10.0.0.2: icmp_seq=100 ttl=64 time=1.10 ms
64 bytes from 10.0.0.2: icmp_seq=101 ttl=64 time=1.59 ms
64 bytes from 10.0.0.2: icmp_seq=102 ttl=64 time=1.20 ms
64 bytes from 10.0.0.2: icmp_seq=103 ttl=64 time=1.12 ms
64 bytes from 10.0.0.2: icmp_seq=104 ttl=64 time=2.08 ms
64 bytes from 10.0.0.2: icmp_seq=105 ttl=64 time=1.69 ms
64 bytes from 10.0.0.2: icmp_seq=106 ttl=64 time=1.08 ms
64 bytes from 10.0.0.2: icmp_seq=107 ttl=64 time=1.29 ms
64 bytes from 10.0.0.2: icmp_seq=108 ttl=64 time=5.32 ms
64 bytes from 10.0.0.2: icmp_seq=109 ttl=64 time=8.72 ms
64 bytes from 10.0.0.2: icmp_seq=110 ttl=64 time=7.47 ms
64 bytes from 10.0.0.2: icmp_seq=111 ttl=64 time=1.42 ms
64 bytes from 10.0.0.2: icmp_seq=112 ttl=64 time=4.87 ms
64 bytes from 10.0.0.2: icmp_seq=113 ttl=64 time=0.992 ms
64 bytes from 10.0.0.2: icmp_seq=114 ttl=64 time=1.06 ms
64 bytes from 10.0.0.2: icmp_seq=115 ttl=64 time=1.50 ms
64 bytes from 10.0.0.2: icmp_seq=116 ttl=64 time=1.50 ms
64 bytes from 10.0.0.2: icmp_seq=117 ttl=64 time=1.72 ms
64 bytes from 10.0.0.2: icmp_seq=118 ttl=64 time=1.94 ms
64 bytes from 10.0.0.2: icmp_seq=119 ttl=64 time=0.707 ms
64 bytes from 10.0.0.2: icmp_seq=120 ttl=64 time=1.32 ms
64 bytes from 10.0.0.2: icmp_seq=121 ttl=64 time=0.687 ms
64 bytes from 10.0.0.2: icmp_seq=122 ttl=64 time=2.54 ms
64 bytes from 10.0.0.2: icmp_seq=123 ttl=64 time=0.757 ms
64 bytes from 10.0.0.2: icmp_seq=124 ttl=64 time=2.83 ms
64 bytes from 10.0.0.2: icmp_seq=125 ttl=64 time=3.31 ms
64 bytes from 10.0.0.2: icmp_seq=126 ttl=64 time=1.19 ms
64 bytes from 10.0.0.2: icmp_seq=127 ttl=64 time=3.46 ms
64 bytes from 10.0.0.2: icmp_seq=128 ttl=64 time=1.63 ms
64 bytes from 10.0.0.2: icmp_seq=129 ttl=64 time=1.20 ms
64 bytes from 10.0.0.2: icmp_seq=130 ttl=64 time=1.08 ms
64 bytes from 10.0.0.2: icmp_seq=131 ttl=64 time=0.977 ms
64 bytes from 10.0.0.2: icmp_seq=132 ttl=64 time=1.33 ms
64 bytes from 10.0.0.2: icmp_seq=133 ttl=64 time=1.82 ms
64 bytes from 10.0.0.2: icmp_seq=134 ttl=64 time=0.751 ms
64 bytes from 10.0.0.2: icmp_seq=135 ttl=64 time=1.22 ms
64 bytes from 10.0.0.2: icmp_seq=136 ttl=64 time=1.31 ms
64 bytes from 10.0.0.2: icmp_seq=137 ttl=64 time=0.856 ms
64 bytes from 10.0.0.2: icmp_seq=138 ttl=64 time=0.980 ms
64 bytes from 10.0.0.2: icmp_seq=139 ttl=64 time=2.94 ms
64 bytes from 10.0.0.2: icmp_seq=140 ttl=64 time=0.662 ms
64 bytes from 10.0.0.2: icmp_seq=141 ttl=64 time=5.88 ms
64 bytes from 10.0.0.2: icmp_seq=142 ttl=64 time=0.625 ms
64 bytes from 10.0.0.2: icmp_seq=143 ttl=64 time=7.98 ms
64 bytes from 10.0.0.2: icmp_seq=144 ttl=64 time=1.41 ms
64 bytes from 10.0.0.2: icmp_seq=145 ttl=64 time=2.41 ms
64 bytes from 10.0.0.2: icmp_seq=146 ttl=64 time=1.20 ms
64 bytes from 10.0.0.2: icmp_seq=147 ttl=64 time=2.68 ms
64 bytes from 10.0.0.2: icmp_seq=148 ttl=64 time=1.71 ms
64 bytes from 10.0.0.2: icmp_seq=149 ttl=64 time=0.688 ms
64 bytes from 10.0.0.2: icmp_seq=150 ttl=64 time=0.701 ms
64 bytes from 10.0.0.2: icmp_seq=151 ttl=64 time=2.54 ms
64 bytes from 10.0.0.2: icmp_seq=152 ttl=64 time=1.86 ms
64 bytes from 10.0.0.2: icmp_seq=153 ttl=64 time=10.5 ms
64 bytes from 10.0.0.2: icmp_seq=154 ttl=64 time=1.75 ms
64 bytes from 10.0.0.2: icmp_seq=155 ttl=64 time=1.23 ms
64 bytes from 10.0.0.2: icmp_seq=156 ttl=64 time=1.05 ms
64 bytes from 10.0.0.2: icmp_seq=157 ttl=64 time=2.14 ms
64 bytes from 10.0.0.2: icmp_seq=158 ttl=64 time=1.42 ms
64 bytes from 10.0.0.2: icmp_seq=159 ttl=64 time=2.14 ms
64 bytes from 10.0.0.2: icmp_seq=160 ttl=64 time=0.847 ms
64 bytes from 10.0.0.2: icmp_seq=161 ttl=64 time=2.92 ms
64 bytes from 10.0.0.2: icmp_seq=162 ttl=64 time=1.37 ms
64 bytes from 10.0.0.2: icmp_seq=163 ttl=64 time=1.71 ms
64 bytes from 10.0.0.2: icmp_seq=164 ttl=64 time=6.39 ms
64 bytes from 10.0.0.2: icmp_seq=165 ttl=64 time=2.43 ms
64 bytes from 10.0.0.2: icmp_seq=166 ttl=64 time=2.70 ms
64 bytes from 10.0.0.2: icmp_seq=167 ttl=64 time=1.78 ms
64 bytes from 10.0.0.2: icmp_seq=168 ttl=64 time=1.92 ms
64 bytes from 10.0.0.2: icmp_seq=169 ttl=64 time=1.34 ms
64 bytes from 10.0.0.2: icmp_seq=170 ttl=64 time=1.57 ms
64 bytes from 10.0.0.2: icmp_seq=171 ttl=64 time=0.665 ms
64 bytes from 10.0.0.2: icmp_seq=172 ttl=64 time=1.64 ms
64 bytes from 10.0.0.2: icmp_seq=173 ttl=64 time=2.11 ms
64 bytes from 10.0.0.2: icmp_seq=174 ttl=64 time=1.03 ms
64 bytes from 10.0.0.2: icmp_seq=175 ttl=64 time=1.58 ms
64 bytes from 10.0.0.2: icmp_seq=176 ttl=64 time=8.17 ms
64 bytes from 10.0.0.2: icmp_seq=177 ttl=64 time=0.973 ms
64 bytes from 10.0.0.2: icmp_seq=178 ttl=64 time=2.00 ms
64 bytes from 10.0.0.2: icmp_seq=179 ttl=64 time=0.999 ms
64 bytes from 10.0.0.2: icmp_seq=180 ttl=64 time=3.12 ms
64 bytes from 10.0.0.2: icmp_seq=181 ttl=64 time=3.49 ms
64 bytes from 10.0.0.2: icmp_seq=182 ttl=64 time=1.03 ms
64 bytes from 10.0.0.2: icmp_seq=183 ttl=64 time=5.95 ms
64 bytes from 10.0.0.2: icmp_seq=184 ttl=64 time=3.12 ms
64 bytes from 10.0.0.2: icmp_seq=185 ttl=64 time=1.59 ms
64 bytes from 10.0.0.2: icmp_seq=186 ttl=64 time=13.7 ms
64 bytes from 10.0.0.2: icmp_seq=187 ttl=64 time=6.83 ms
64 bytes from 10.0.0.2: icmp_seq=188 ttl=64 time=1.32 ms
64 bytes from 10.0.0.2: icmp_seq=189 ttl=64 time=43.1 ms
64 bytes from 10.0.0.2: icmp_seq=190 ttl=64 time=16.9 ms
64 bytes from 10.0.0.2: icmp_seq=191 ttl=64 time=4.54 ms
64 bytes from 10.0.0.2: icmp_seq=192 ttl=64 time=2.09 ms
64 bytes from 10.0.0.2: icmp_seq=193 ttl=64 time=29.1 ms
64 bytes from 10.0.0.2: icmp_seq=194 ttl=64 time=5.97 ms
64 bytes from 10.0.0.2: icmp_seq=195 ttl=64 time=2.86 ms
64 bytes from 10.0.0.2: icmp_seq=196 ttl=64 time=2.30 ms
64 bytes from 10.0.0.2: icmp_seq=197 ttl=64 time=4.24 ms
64 bytes from 10.0.0.2: icmp_seq=198 ttl=64 time=1.04 ms
64 bytes from 10.0.0.2: icmp_seq=199 ttl=64 time=1.09 ms
64 bytes from 10.0.0.2: icmp_seq=200 ttl=64 time=2.96 ms

--- 10.0.0.2 ping statistics ---
200 packets transmitted, 164 received, 18% packet loss, time 7546ms
rtt min/avg/max/mdev = 0.625/8.464/144.137/20.569 ms, pipe 3
